BOROUGH,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1402,1308,1920,848000,6/16/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1302,1144,1915,880000,6/26/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1302,884,1915,888000,12/30/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,2003,1672,1915,625000,5/12/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1803,1324,1915,950000,11/16/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,3130,1879,1915,1520000,6/3/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,1,2150,4020,1925,1575000,6/25/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1600,405,1920,550000,2/20/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1800,1480,1930,670000,9/15/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1983,1376,1930,550000,4/14/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1983,1376,1930,845000,12/29/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,3167,1520,1925,792000,12/28/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2272,1930,1285000,10/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,2048,1899,725000,9/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,0,1899,663000,1/20/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,3060,1899,660000,8/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,3060,1899,350000,5/21/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1520,1900,1899,800000,3/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1800,2048,1901,915000,6/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1800,3072,1901,540000,12/8/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,2000,3120,1931,1305200,7/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2550,1400,1920,750000,4/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2040,1899,1200000,10/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2040,1899,720000,5/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2070,1930,999999,2/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2404,2280,1930,903000,4/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2504,1910,990000,9/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1783,1224,1920,650000,2/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,396,2152,1930,650000,5/19/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3005,3696,2009,310000,7/8/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3000,2280,1910,1062500,5/22/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2088,1925,750000,8/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2500,2208,1925,875000,12/4/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2224,1910,1100000,10/15/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2048,1899,960000,5/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2048,1899,750000,2/10/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2048,1899,220000,1/28/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,2000,3300,1931,999999,5/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1592,1910,620000,2/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1696,1910,995000,6/15/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,0,1910,1925000,6/1/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2663,1828,1930,800000,1/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2364,1950,999000,2/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2536,1945,900000,6/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2618,2520,1930,999000,3/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2579,2680,1910,952000,11/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2800,1920,952000,9/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2705,2800,1920,1190000,5/18/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3506,0,1920,1265000,1/20/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,2436,1920,1200000,12/31/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2705,2856,1920,1398000,2/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2170,1899,675000,2/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4000,9120,1999,2480000,6/18/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3564,5184,1989,2200000,1/21/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2170,1590,1945,700000,3/31/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2170,1818,1945,960500,7/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,2845,1920,1675000,9/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4608,0,1925,3300000,3/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1408,1925,890000,7/28/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1408,1925,960000,8/31/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,3112,1925,1650000,8/12/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,1992,1925,499000,7/1/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1400,1915,850000,12/8/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1760,1915,800500,3/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1481,1915,748000,3/30/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2403,3075,1950,1700000,3/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2855,2680,1925,1175000,3/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1881,2021,1960,750000,3/31/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2048,1905,975000,3/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1100,1720,1930,900500,5/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3005,2280,1899,1100000,6/1/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1953,1620,1910,895000,2/19/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2685,2112,1950,980000,4/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1026,1224,1940,750000,9/8/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1304,1040,1899,900000,10/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1840,1960,999000,6/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,3472,1920,1967300,12/7/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2060,1905,875000,9/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2440,3328,1920,600000,10/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2240,1925,900000,10/21/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3005,3000,1925,555000,1/20/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1600,1600,1925,840000,6/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2272,1925,975000,3/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2988,1950,1245000,12/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2988,1950,220500,6/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2200,1925,1150000,7/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2417,1600,1925,801000,10/21/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2500,2040,1935,1400000,12/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1880,1915,957500,9/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1880,1915,743000,1/6/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2148,1905,1210000,8/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,3182,1905,1070000,6/15/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2400,2320,1930,450000,2/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2700,1905,930000,8/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1440,1930,948000,7/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2700,1730,1930,1050000,12/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2500,2720,1930,999000,6/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2500,2400,1930,990000,3/12/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1600,3420,1920,900000,3/12/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1600,3600,1920,1300000,6/12/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2300,1784,1925,880000,3/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1145,1616,1930,197519,1/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1200,1616,1930,760000,4/1/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1438,1640,1935,750000,4/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1438,1640,1935,900000,7/15/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1650,1925,1940,800000,8/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1513,1732,1940,454000,6/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1625,3600,1931,750000,2/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1625,3600,1931,750000,2/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2917,1705,1920,459000,6/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1800,1782,1945,875000,7/6/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1750,1915,868000,12/8/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,2760,1901,980000,10/21/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1800,1520,1910,750000,11/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1713,1706,1910,810000,1/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,2100,1910,875000,9/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1903,1520,1920,903000,12/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,2003,3300,1930,1300000,9/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3005,2400,1935,1100000,4/10/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2280,1968,1940,1080000,10/15/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2289,1930,950000,10/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2088,1920,1224000,2/4/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3005,2730,1925,1500000,8/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2604,2400,1925,1250000,10/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1600,3500,1930,1350000,7/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1550,3000,1930,1050000,7/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,4635,1988,975000,2/19/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,2000,3000,1930,50000,2/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2855,2560,1925,999000,4/21/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2521,2560,1925,675000,4/28/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2800,2560,1925,1600000,10/15/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,3120,1910,900000,2/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,3360,1910,975000,12/7/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,3384,1910,970000,3/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2492,1940,995000,10/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,6010,4980,1915,3200000,7/7/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2588,2400,1920,990000,1/22/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2600,1920,380000,12/28/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,3900,1905,975000,12/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,2672,1925,1500000,8/4/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,3312,1910,510000,12/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2208,1905,800000,3/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,3600,1965,867000,6/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2033,1632,1920,988500,11/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2160,1920,980000,4/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2256,1920,875000,12/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2385,2256,1920,800000,3/24/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2880,1920,450000,10/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,3480,1905,840000,2/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2846,2400,1925,1850000,7/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2846,2400,1925,1780000,2/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1880,1910,990000,10/26/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1880,1910,990000,7/30/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2432,1920,625000,2/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2554,4575,2005,1800000,4/28/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2454,2400,1920,999000,7/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2162,2190,1915,600000,11/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1170,3300,1931,930000,10/27/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2379,2260,1920,850000,12/17/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3339,1930,1920,1850000,10/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,1600,3300,1920,1350000,4/1/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1970,2320,1915,1550000,9/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1970,2320,1915,1450000,3/31/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,2128,1920,1350000,1/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2128,1920,1250000,12/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2567,2640,1925,650000,3/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3005,3454,1925,1600000,5/12/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2472,3400,1925,990000,3/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2805,2879,1925,199628,10/30/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2421,2600,1925,630000,8/6/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1922,1920,1400000,2/2/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2404,2090,1925,1430000,1/20/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2404,2033,1925,1660000,11/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1828,1910,850000,4/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1600,1800,1940,885000,5/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1600,1800,1940,250000,5/5/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1600,1800,1940,162500,3/31/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4007,3120,1920,1750000,8/19/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2504,2440,1925,1200000,11/18/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2125,1955,112292,10/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1791,1915,930000,11/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2500,2560,1925,1350000,5/14/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2003,1860,1905,990000,6/26/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1788,1925,770000,1/13/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1600,1901,520000,10/29/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,1400,1901,810000,3/11/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1600,1584,1925,750000,3/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3100,1552,1925,1250000,7/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,3000,2080,1925,1500000,5/20/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,4400,3264,1910,1170000,6/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2450,1760,1930,905000,12/23/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2450,1760,1930,892000,3/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2450,2640,1930,980000,7/7/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,2000,2720,1931,1250000,11/3/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,1,2180,3550,1931,1400000,10/30/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1200,1824,1930,850000,1/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2000,2924,1925,679800,7/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,1640,3000,1920,1020000,3/9/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2046,1568,1935,500000,2/25/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2283,1800,1930,998000,11/16/2015
Brooklyn,02  TWO FAMILY DWELLINGS,2,0,2283,1800,1930,950000,8/20/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1500,2808,1899,260000,11/13/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1903,2292,1901,850000,5/7/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2379,2320,1930,1200000,1/29/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2600,6248,2001,700000,8/19/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2000,3300,1920,799000,12/22/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,3240,1980,800000,3/17/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2304,2692,1925,550000,5/13/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,6067,3465,1985,2400000,12/14/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,3205,4264,1970,2116000,2/5/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,3984,1915,2220000,9/17/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,2890,1910,1200000,2/5/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2187,2557,1935,1300000,12/10/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,4248,1910,1875000,4/1/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2613,2280,1925,1335000,2/3/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,4590,1910,1215000,1/2/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,3485,4836,1980,1900000,6/23/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2805,2568,1930,1150000,1/5/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2805,2624,1930,999500,3/27/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2237,1960,1960,900000,3/31/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,3180,1970,990000,3/26/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1603,2200,1899,1150000,12/28/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,5148,2080,1899,700000,12/31/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2304,3388,1970,1700000,8/20/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2604,2816,1925,1080000,2/6/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2705,3420,1944,1500000,12/23/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2496,2520,1925,1390000,10/2/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1903,3000,1920,270000,5/29/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1903,2280,1920,770000,7/16/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1903,2280,1920,935000,8/4/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2504,3300,1901,642525,10/27/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1970,2428,1901,850000,5/21/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1970,2286,1901,415000,3/26/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1970,2238,1901,750000,11/17/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2000,3120,1899,1200000,6/15/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,2352,1901,460000,9/17/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1878,2280,1901,1200000,9/17/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2504,3930,1960,1600000,5/20/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2604,3600,1930,970616,3/1/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,4316,1920,1940000,11/19/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,3005,3148,1920,900000,4/1/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4000,2800,1910,975000,7/2/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2000,3380,1970,499999,2/27/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,3770,1931,1600000,1/29/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,2161,1901,1250000,4/28/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,3605,5160,1931,999000,5/14/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,2080,1915,1175000,1/6/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2254,5256,1970,1500000,2/27/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2504,2640,1920,425000,4/22/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2454,2400,1920,835000,7/7/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,3900,1980,900000,3/16/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2131,3742,1960,1500010,1/16/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2500,2680,1920,526500,3/25/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,2880,1975,700000,7/30/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2003,2880,1975,300000,6/8/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,2008,1925,1125000,3/9/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2500,4100,1965,1425000,4/28/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,2164,1925,900000,9/1/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,2164,1925,1950000,9/1/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2803,3706,1960,1440000,8/12/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,3000,3080,1930,984000,3/10/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,3105,3250,1970,1700000,6/8/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4007,3288,1925,990000,9/3/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2000,3120,1925,1930000,9/17/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4000,2070,1920,980000,10/8/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,1958,2739,1930,1300000,12/7/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2000,3410,1973,980500,1/29/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,4000,2880,1965,380000,3/30/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2790,4092,1980,350000,8/6/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2400,2080,1925,800000,8/12/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2400,2080,1925,770000,2/13/2015
Brooklyn,03  THREE FAMILY DWELLINGS,3,0,2554,2400,1930,1315000,6/30/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,853,522,1901,127500,9/15/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,560,360,1901,127500,9/15/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,548,384,1901,105000,6/24/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1366,727,1910,980000,5/28/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1306,727,1910,490000,5/28/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1024,727,1910,999000,5/28/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,1,2300,2376,1920,555000,10/8/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,2865,2010,1930,580000,8/14/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,2205,665,1930,560000,11/20/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,2800,1492,1905,600000,7/20/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1600,720,1940,110000,7/31/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,2400,993,1940,289000,1/15/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1500,784,1901,475000,1/5/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1600,2080,1920,550000,11/12/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,1553,1144,1920,485000,10/23/2015
Brooklyn,01  ONE FAMILY DWELLINGS,1,0,2550,1080,1920,475000,11/23/2015
