BOROUGH,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
Queens,02  TWO FAMILY DWELLINGS,2,0,1805,2422,1960,958000,2/17/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2400,3336,1925,157000,5/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2310,1680,1940,700000,12/22/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1375,1950,350000,10/9/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1417,1950,481650,11/19/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1417,1950,700000,9/11/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1417,1950,675000,3/4/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1800,1896,1950,665800,3/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2342,2520,1930,980000,12/22/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2400,2240,1920,915000,10/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2280,1940,605000,12/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1900,1500,1940,799999,8/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2280,1930,895000,9/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1942,1729,1940,759000,7/31/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1900,2327,1945,940000,12/11/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1942,1928,1945,700000,3/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2400,1328,1930,380000,3/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2160,1930,815000,7/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1310,1925,1300000,9/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1600,1724,1930,630000,6/15/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1692,1930,725000,6/19/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2525,1500,1960,745000,12/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,1878,1990,690000,7/31/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4717,1450,1955,250000,9/2/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4717,1450,1955,230000,4/28/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2142,977,1950,600954,7/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2342,1790,1925,585000,4/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2342,1944,1930,730000,12/28/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2342,1656,1930,26000,2/9/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2445,1656,1930,805000,10/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2196,1736,2011,425000,8/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2080,1930,723000,3/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1500,1930,745000,8/14/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2042,1520,1930,510000,4/16/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4130,1728,1925,645000,4/1/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1600,1370,1920,175000,5/7/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1858,1925,272500,2/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2375,2200,1925,795000,8/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,1,2120,3432,1950,870000,4/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,1,2400,3300,1950,300000,9/16/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1308,1930,550000,3/31/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1900,1360,1925,360000,12/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,2600,1930,890000,8/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2150,1480,1935,427000,8/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2354,1945,765000,10/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2742,1650,1935,745000,1/16/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,1786,1940,550000,7/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2700,3446,1930,850000,5/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2942,4258,1930,980000,10/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1900,1634,1950,690000,5/12/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3267,2550,1930,500000,5/6/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2400,1930,930000,11/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2400,1930,815000,6/4/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2642,3291,1930,970000,10/8/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,2352,1930,900000,1/26/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2400,2488,1920,870000,5/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2400,2452,1920,800000,3/25/2015
Queens,02  TWO FAMILY DWELLINGS,2,1,2000,2200,1950,830000,5/1/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3000,3000,1930,955000,3/6/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2842,2400,1910,940000,7/24/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2150,2761,1960,985000,1/23/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2250,3234,2006,400000,12/2/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3150,3234,2006,1250000,3/20/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3023,2976,2006,995000,5/7/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2067,3024,2001,800000,5/18/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2190,3240,1980,1275000,7/1/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,4000,3162,1965,1200000,10/19/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3200,2902,1965,1150000,10/13/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2800,2698,1965,940000,4/9/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2877,2838,1965,1050000,5/15/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2573,2978,1965,1150000,6/18/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2000,2860,1960,830000,5/21/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3300,2970,1970,649000,9/28/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1829,2650,1960,250000,5/28/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1829,2622,1960,925000,8/31/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1860,2650,1960,950000,7/14/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1967,2422,1960,918000,12/18/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1900,2422,1965,780000,3/25/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1980,3102,1950,990000,3/6/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1900,2166,1970,645000,3/2/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2027,3087,1965,266000,7/16/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1980,1764,1945,200000,7/22/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1805,2422,1960,750000,7/2/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1900,2560,1960,880000,8/31/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2200,3034,1950,890000,5/5/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2400,2176,1920,920000,11/5/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2250,2538,1901,1175000,7/15/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2242,2650,1960,375000,1/21/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1967,2650,1960,925000,12/29/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1967,2422,1960,888000,4/29/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2150,2761,1960,750000,10/15/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2000,2400,1935,950000,3/16/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2100,2800,1945,1150000,7/31/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2400,2172,1930,830000,3/2/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2500,2600,1925,300000,8/5/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1942,2185,1950,880000,6/17/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1150,1939,1960,755000,5/1/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3327,2424,1930,1075000,5/12/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2390,1356,1930,625000,3/3/2015
Queens,01  ONE FAMILY DWELLINGS,1,1,1206,2340,1931,435000,6/4/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2500,1512,1920,495000,9/16/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1940,1296,1920,490000,4/20/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2166,1613,1910,900000,6/4/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1976,1886,1910,585000,9/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1300,1200,1920,430000,4/10/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1478,1240,1920,195000,9/25/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1878,1480,1920,264600,3/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,2308,1920,670000,7/16/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3710,1472,1920,150000,4/7/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6000,2775,1925,965000,7/14/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,960,1012,1925,120000,9/3/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2500,1326,1960,402000,6/26/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2500,901,1920,270000,11/9/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2400,1248,1925,425000,6/9/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2500,1439,1901,300000,3/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1700,1032,1901,372000,12/28/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1500,984,1901,390000,11/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1880,1312,1925,400000,5/20/2015
Queens,01  ONE FAMILY DWELLINGS,1,1,1740,2240,1931,556000,4/2/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1800,1269,1930,450000,2/9/2015
Queens,02  TWO FAMILY DWELLINGS,2,1,2414,2550,1931,1100000,10/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3855,2910,1920,740000,9/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3625,2910,1920,590000,6/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3612,1000,2009,145000,4/6/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3978,2199,2010,150000,9/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,2420,1925,670000,5/1/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3240,4878,2005,770000,9/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3000,1692,1920,605000,3/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3000,1692,1920,726404,1/28/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1875,1829,1920,920000,11/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,2,1660,2420,1912,680000,2/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4400,2500,1930,525000,12/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2210,1976,1920,481775,1/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,5000,1400,1920,358150,5/29/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1200,2634,1990,400000,4/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1295,1584,1920,560000,7/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2600,1646,1920,600000,4/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2250,1432,1920,510226,1/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2000,2128,1905,689000,4/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1600,1176,1901,470579,10/2/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1925,1968,1910,730000,6/9/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1980,1733,1920,400000,11/12/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1980,1733,1920,455000,2/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,2352,1915,480000,8/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3600,2146,1930,1150000,6/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,2583,1925,910000,6/22/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2457,2200,2002,650000,5/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3833,2040,1930,693000,12/3/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,2148,1915,510000,8/17/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2400,2288,1930,500000,8/28/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,2016,1925,628300,10/5/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2140,2168,1901,355000,4/2/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1330,1090,1915,750000,4/29/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1878,2166,1931,488000,4/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2457,1564,1925,475000,8/4/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3060,1719,1925,560000,9/24/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3060,1719,1925,315000,3/27/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3424,2165,1925,570000,7/14/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,1828,1925,550000,9/2/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2300,1248,1925,500000,12/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2525,1646,1935,370000,9/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3000,1665,1925,495000,11/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3000,1665,1925,250000,3/4/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,2027,1925,40000,11/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,1,1880,3600,1931,1010000,6/26/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1620,1416,1920,374000,8/18/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1091,2193,2007,555000,6/19/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,1378,1920,415000,4/25/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,1942,1272,1935,425000,10/2/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,4375,2549,1920,900000,9/17/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3150,2549,1920,900000,9/17/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1100,3234,1990,660000,1/16/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2100,3216,1920,563090,7/15/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2000,2200,1999,180000,11/18/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3255,4032,1980,925000,10/27/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3000,3139,1965,900000,4/14/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,5000,2860,2008,410000,10/23/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3000,2560,1930,999999,8/25/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2678,2694,1920,630000,12/31/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,8180,3039,2006,2065000,7/27/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2500,780,1925,300000,12/10/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3200,1520,1920,357688,9/29/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2575,1007,1910,370000,7/24/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,2656,1955,385000,6/23/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3100,2392,1998,440000,8/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3100,2392,1998,165000,4/13/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5495,1780,1930,990000,8/20/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4403,3562,1965,71994,3/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6400,2520,1930,1425550,7/28/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4037,1518,1940,883000,4/17/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4400,1584,1950,950000,11/18/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5740,2970,1950,1635000,7/31/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7020,2084,1925,1150000,4/1/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6885,3120,1925,1175000,5/7/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8967,3349,1925,1500000,7/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4554,1180,1935,988000,6/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7760,2715,1935,970000,3/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6042,1552,1935,1175000,11/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8880,2640,1940,1325000,11/17/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6784,2880,1940,890000,2/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,10440,2184,1950,1500000,9/4/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4927,1776,1935,812000,4/16/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,9000,1635,1945,1150000,3/27/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4730,2510,1940,1040000,5/11/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8836,2544,1940,1078000,9/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8050,1500,1935,999000,2/10/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6395,2056,1935,1068200,10/13/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5460,2272,1940,870000,6/22/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4100,1750,1940,990000,10/15/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6000,2556,1935,995000,4/24/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8000,3984,2014,1636000,1/22/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6060,1648,1950,1125000,8/4/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5000,1909,1940,930000,1/26/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7168,1998,1935,1500000,10/22/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5843,1610,1940,760000,8/14/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4800,1224,1940,990000,4/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5300,2019,1935,685000,7/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6160,1923,1925,835000,10/22/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4250,1832,1930,675000,10/28/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7000,2056,1925,10000,2/26/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,9120,2500,1930,640000,5/27/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4500,2645,1935,660000,4/27/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6000,4976,1955,845000,3/12/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4100,2088,1940,850000,5/21/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4400,2125,1940,750000,8/31/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6300,1976,1940,823000,4/16/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4815,1760,1935,725000,6/4/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8766,2134,1935,670000,10/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3500,1975,1930,695000,9/21/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8000,3952,1950,1475000,7/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4264,1264,1935,665000,12/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7400,2098,1925,685000,5/18/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5000,2112,1940,700000,3/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,10873,3370,1975,1515000,10/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2730,1728,1955,768500,11/16/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4800,2768,1935,975000,1/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,1632,1925,640000,4/27/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2060,2772,2006,865000,3/30/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2313,2848,1990,890968,10/15/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2275,1280,1920,200000,7/17/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3100,1608,1920,460000,1/14/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2300,1280,1920,436000,5/19/2015
Queens,01  ONE FAMILY DWELLINGS,1,1,2420,2680,1930,750000,5/1/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2400,1372,1930,400000,9/25/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2544,1741,1930,400000,7/27/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2485,1520,1935,90000,10/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4900,1864,1930,785000,9/28/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,2340,1920,550000,11/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2662,1847,1915,540000,8/17/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1622,2092,1920,273780,3/26/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1080,1330,2007,525000,12/14/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3600,1518,1920,566500,7/15/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2600,1536,1930,550000,1/16/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4008,1463,1930,496860,2/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2842,1598,1920,590000,6/22/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4720,3020,1920,600000,9/8/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1938,1216,1930,514725,6/12/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7500,0,1925,940000,2/25/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4080,2213,1920,640000,12/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3200,1720,1920,627500,6/24/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3000,1536,1925,640000,8/3/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3000,1536,1925,560000,2/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,1398,1940,572500,11/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,1990,1930,740000,6/12/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,1950,1940,588000,7/29/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,3400,1440,1955,500000,9/29/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2300,1280,1920,130000,10/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,1,2050,2106,1931,900000,7/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,5000,2226,1920,795000,11/16/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2700,2006,1945,415000,2/12/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2600,1964,1940,700000,8/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4500,2839,1920,838000,10/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,2300,1955,772000,3/3/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4100,1786,1925,645000,8/21/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,3100,1572,1930,450000,10/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4033,2625,1920,825000,7/28/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,2207,1920,300000,2/20/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,1580,1930,650000,11/13/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2600,1680,1930,635000,12/17/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4008,2694,1930,745000,2/11/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2842,1604,1920,550000,4/28/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2600,1669,1930,430000,8/26/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2500,1998,1920,645000,12/14/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4095,2498,1920,878000,12/10/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2650,1908,1925,690000,4/17/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,2650,1424,1925,580000,4/30/2015
Queens,02  TWO FAMILY DWELLINGS,2,0,4000,3250,1960,835000,1/14/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,2861,1776,1925,775000,11/20/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,1967,3015,2006,436195,1/28/2015
Queens,03  THREE FAMILY DWELLINGS,3,0,3390,2935,2004,980000,7/14/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2822,1758,1925,850000,8/31/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5500,2098,1925,1080000,4/27/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8281,2315,1899,1100000,10/23/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5073,2578,1920,1287500,6/11/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7828,1868,1899,925500,9/2/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,8000,3157,1930,1250000,7/28/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,12837,10576,1915,1828000,7/30/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5000,3916,1940,1375000,10/15/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4880,3672,1955,950000,2/10/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,7000,3654,1920,990000,9/10/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,2567,1530,1935,820000,12/14/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,1889,1530,1935,835000,7/15/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6750,2582,1910,1599000,2/12/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5000,2667,1920,1250000,6/12/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6000,2582,1920,485000,8/24/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,5000,2206,1925,1100000,6/18/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,6755,2363,1925,1100500,6/12/2015
Queens,01  ONE FAMILY DWELLINGS,1,0,4000,1400,1940,535000,2/10/2015
